CATEGORY	BIBTEXKEY	author	title	year	(title_translation)	publisher	address	pages	booktitle	(booktitle_translation)	editor	journal	volume	number	school	note	url	howpublished	contributor	date_added	comment	correction_notes	checked
book	kibrik1977vocphon	Кибрик, Александр Е. и Кодзасов, Сандро В. и Оловянникова Ирина П. и Самедов Д. С.	Опыт структурного описания арчинского языка. Том I. Лексика и фонетика	1977	Structural description of Archi. Volume I. Vocabulary and phonetics	Издательство Московского университета	Москва												Maksim Melenchenko	11.08.2021		author name	Y
incollection	kibrik1985	Kibrik, Andrej A.	Absentiv-aorist und resultativ in der andischen Sprache	1985		Friedrich Schiller Universität	Jena	55--66	Sprachen Europas und Asiens		Fähnrich, Heinz								Samira Verhees	13.10.2021			Y
incollection	kibrik1994a	Kibrik, Aleksandr E.	Archi	1994		Caravan Press	Delmar, NY	297--365	The Indigenous Languages of the Caucasus. Vol. 4: The Northeast Caucasian Languages. Part 2		Smeets, Rieks								Chiara Naccarato	19.08.2021	NOT IN THE FOLDER		Y
incollection	kibrik1994b	Kibrik, Aleksandr E.	Khinalug	1994		Caravan Press	Delmar, NY	367--406	The Indigenous Languages of the Caucasus. Vol. 4: The Northeast Caucasian Languages. Part 2		Smeets, Rieks								Chiara Naccarato	19.08.2021	NOT IN THE FOLDER		Y
book	kibrik1999	Кибрик, Александр Е.	Элементы цахурского языка в типологическом освещении	1999	Elements of Tsakhur grammar in a typological perspective	Москва	Наследие												Samira Verhees	28.01.2021			Y
incollection	kibrik1999sem	Кибрик, Александр Е.	Семантическая эргативность	1999	Semantic ergativity	Москва	Наследие	347--353	Элементы цахурского языка в типологическом освещении	Elements of Tsakhur grammar in a typological perspective	Кибрик, Александр Е.								Chiara Naccarato	05.11.2021			Y
book	kibrik2001	Кибрик, Александр Е. и Казенин, Константин И. и Лютикова, Екатерина А. и Татевосов, Сергей Г.	Багвалинский язык. Грамматика, тексты, словари	2001	The Bagvalal language. Grammar, texts, dictionary	Наследие	Москва																Y
book	kibriketal1972	Кибрик, Александр Е. и Кодзасов, Сандро В. и Оловянникова, Ирина П.	Фрагменты грамматики хиналугского языка	1972	Fragments of Khinalug grammar	Издательство Академии наук СССР	Москва																Y
book	kibriketal1996	Kibrik, Alexandr and Tatevosov, Sergej and Eulenberg, Alexander	Godoberi	1996		Lincom Europa	Munich/Newcastle																Y
chapter	tatevosov1996	Tatevosov, Sergej	Attributives	1996		Lincom Europa	Munich/Newcastle	20—35	Godoberi														
book	kibrikkodzasov1990	Кибрик, Александр Е. и Кодзасов, Сандро В.  	Сопоставительное изучение дагестанских языков. Имя. Фонетика	1990	A comparative study of Daghestanian languages. Noun. Phonetics	Издательство Академии наук СССР	Москва																Y
incollection	kozhukhar2019	Kozhukhar, Aleksandra	The self-pronoun in Mehweb	2019		Language Science Press	Berlin	271--293	The Mehweb language. Essays on phonology, morphology and syntax		Daniel, Michael and Dobrushina, Nina and Ganenkov, Dmitry								Chiara Naccarato	08.02.2021			Y
incollection	kozintseva2000	Kozintseva, Natalia A.	Perfect forms as a means of expressing evidentiality in Modern Eastern Armenian	2000		Mouton de Gruyter	Berlin/New York	401--418	Evidentials. Turkic, Iranian and neighbouring languages		Johanson, Lars and Utas, Bo								Samira Verhees				Y
misc	kumyktil	NA	Къумукъ тил	2021												Accessed: 2021-12-17		\url{https://кумыкский-язык.рф/ru/slovar}	Chiara Naccarato	17.12.2021		author?	Y
book	maciev1961	Мациев, Ахмет Г.	Чеченско-русский словарь	1961	Chechen-Russian dictionary	Государственное издательство иностранных и национальных словарей	Москва												Anastasia Panova	30.08.2021			Y
book	madieva1965	Мадиева, Гюльшахан И.	Грамматический очерк бежтинского языка	1965	Grammatical profile of Bezhta	ДГУ	Махачкала																Y
book	magomedbekova1967	Магомедбекова, Загидат М.	Ахвахский язык	1967	Akhvakh	Мецниереба	Тбилиси																Y
book	magomedbekova1971	Магомедбекова, Загидат М.	Каратинский язык	1971	Karata 	Мецниереба	Тбилиси																Y
incollection	magomedbekova1998	Магомедбекова, Загидат М.	Тиндинский язык	1998	Tindi	Academia	Москва	25--32	Языки мира. Кавказские языки	Languages of the world. Caucasian languages	Алексеев, Михаил Е. и др.								Chiara Naccarato	19.08.2021			Y
incollection	magomedbekova2001	Магомедбекова, Загидат М.	Ботлихский язык	2001	Botlikh	Academia	Москва	228--236	Языки мира. Кавказские языки	Languages of the world. Caucasian languages	Алексеев, Михаил Е. и др.								Chiara Naccarato	05.02.2021			Y
book	magomedova1999	Магомедова, Патимат Т.	Чамалинско-русский словарь	1999	Chamalal-Russian dictionary	ИЯЛИ	Махачкала																Y
book	magomedova2003	Магомедова, Патимат Т.	Тиндинско-русский словарь	2003	Tindi-Russian dictionary	ИЯЛИ	Махачкала																Y
book	magomedova2004	Магомедова, Патимат Т.	Багвалинско-русский словарь	2004	Bagvalal-Russian dictionary	ИЯЛИ	Махачкала																Y
book	magomedova2012	Магомедова, Патимат Т.	Тиндинский язык	2012	Tindi	ИЯЛИ	Махачкала																Y
book	magomedovaabdulaeva2007	Магомедова, Патимат Т. и Абдулаева, Индира А.	Ахвахско-русский словарь	2007	Akhvakh-Russian dictionary	ИЯЛИ	Махачкала												Samira Verhees				Y
book	magomedovaxalidova2001	Магомедова, Патимат Т. и Халидова, Рашидат Ш.	Каратинско-русский словарь	2001	Karata-Russian dictionary	ИЯЛИ	Махачкала																Y
book 	magomedovsaidovakutta2017	Магомедов, Амирбек Д., Саидов-Акутта Набигулла И.	Кубачинско-русский словарь	2017	Kubachi-Russian dictionary	Наука	Санкт-Петербург												Polina Smyr	24.08.2021			Y
book	magometov1963	Магометов, Александр А.	Кубачинский язык	1963	Kubachi	Академия Наук Грузинской ССР	Тбилиси																Y
book	magometov1965	Магометов, Александр А.	Табасаранский язык: исследование и тексты	1965	Tabasaran: research and texts	Мецниереба	Тбилиси																Y
book	magometov1970	Магометов, Александр А.	Агульский язык	1970	Agul	Мецниереба	Тбилиси																Y
book	magometov1982	Магометов, Александр А.	Мегебский диалект даргинского языка: исследование и тексты	1982	Mehweb dialect of Dargwa: research and texts	Мецниереба	Тбилиси												Polina Nasledskova				Y
misc	maisak2006	Майсак, Тимур А.	Краткий русско-удинский разговорник (Ниджский диалект) 	2006	Short Udi phrasebook (Nizh dialect)											Accessed: 2021-12-17		\url{http://udilang.narod.ru/texts/Udirazgovornik.pdf}	Chiara Naccarato	17.12.2021			Y
incollection	maisak2008	Майсак, Тимур А.	Глагольная парадигма удинского языка (Ниджский диалект)	2008	Verb paradigm in Udi (Nizh dialect)	Академия	Москва	96--161	Удинский сборник: грамматика, лексика, история языка	Udi. Grammar. Lexicon. History of the language	Алексеев, Михаил Е. и Майсак, Тимур А. и Ганенков, Дмитрий С. и Ландер, Юрий А.												
book	maisak2014	Майсак, Тимур А.	Агульские тексты 1900-1960-х годов.	2014	Agul texts of the 1900-1960s	Academia	Москва												Corrected (Chiara Naccarato)	01.02.2021			Y
incollection	maisak2016	Майсак, Тимур А.	Перфект и аорист в ниджском диалекте удинского языка	2016	Perfect and aorist in the Nizh dialect of Udi	Наука	Санкт-Петербург	315--378	Типология перфекта		Майсак, Тимур А. и Плунгян, Владимир А. и Семёнова, Ксения П.												Y
unpublished	maisak2016andi	Майсак, Тимур А.	Глагольная система рикванинского говора андийского языка: формообразование	2016	The verbal system of the Rikvani dialect of Andi: inflection	Handout													Samira Verhees				Y
unpublished	maisak2017	Maisak, Timur	Tense and aspect among the factors conditioning the distribution of quotatives: data from Andi	2017												12th Conference of the Association for Linguistic Typology (ALT) Workshop ``Reported speech as a syntactic domain'' Canberra, 15 December 2017. Hand-out							Y
incollection	maisak2018	Maisak, Timur	The Aorist/Perfect distinction in Nizh Udi	2018		Brill	Leiden	120--165	The semantics of verbal categories in Nakh-Daghestanian languages		Forker, Diana and Maisak, Timur												Y
misc	maisak2020	Maisak, Timur	Affixal, phrasal and clausal caritives in Nakh-Daghestanian	2020															Anastasia Panova	30.08.2021	this is a conference abstract		Y
incollection	maisak2021	Maisak, Timur	Structural and functional variations of the perfect in Lezgic languages	2021		John Benjamins	Amsterdam	88--115	The perfect volume		Eide, Kristin Melum and Fryd, Marc								Samira Verhees		NOT IN THE FOLDER		Y
incollection	maisakchumakina2001	Майсак, Тимур А. и Чумакина, Марина Э.	Дискурсивные частицы	2001	Discursive particles	Наследие	Москва	702--723	Багвалинский язык. Грамматика, тексты, словари	The Bagvalal language. Grammar, texts, dictionaries	Кибрик, Александр Е. и Лютикова, Екатерина А. и Татевосов, Сергей Г.												Y
incollection	maisakganenkov2016	Maisak, Timur and Ganenkov, Dmitry 	Aghul	2016		De Gruyter Mouton	Berlin/Boston	3579--3594	Word-Formation. An International Handbook of the Languages of Europe. Volume 5		Müller, Peter O. and Ohnheiser, Ingeborg and Olsen, Susan and Rainer, Franz												Y
article	maisakmerdanova2002	Майсак, Тимур А. и Мерданова, Солмаз Р.	Категория эвиденциальности в агульском языке	2002	The category of evidentiality in Agul			102--112				Кавказоведение	1										Y
book	maisakmerdanova2002b	Майсак, Тимур А. и Мерданова, Солмаз Р.	Глагольная система хпюкского говора агульского языка	2002	Verb system of Huppuk Agul	Manuscript											http://www.lingvarium.org/maisak/publ/Maisak_Merdanova-2002-verb.pdf				NOT IN THE FOLDER		Y
incollection	maisakmerdanova2016	Майсак, Тимур А. и Мерданова, Солмаз Р.	Перфект и смежные значения в агульском языке	2016	The perfect and adjacent meanings in Agul	Наука	Санкт-Петербург	379--422	Типология перфекта	Typology of the perfect	Майсак, Тимур А. и Плунгян, Владимир А. и Семёнова, Ксения П.								Samira Verhees				Y
article	maisaktatevosov1998	Майсак, Тимур А. и Татевосов, Сергей Г.	Кодирование эпистемического статуса средствами морфосинтаксиса	1998	Encoding of epistemic status with morphosyntactic means			60--88				Вопросы языкознания		1					Samira Verhees				Y
incollection	maisaktatevosov2001	Майсак, Тимур А. и Татевосов, Сергей Г.	Эвиденциальность	2001	Evidentiality	Наследие	Москва	293--318	Багвалинский язык. Грамматика, тексты, словари	The Bagvalal language. Grammar, texts, dictionaries	Кибрик, Александр Е. и Лютикова, Екатерина А. и Татевосов, Сергей Г.												Y
incollection	maisaktatevosov2007	Maisak, Timur and Tatevosov, Sergei	Beyond evidentiality and mirativity. Evidence from Tsakhur	2007		Peeters	Louvain/Paris/Dudley MA	377--406	L'Énonciation médiatisée II		Guentchéva, Zlatka and Landabaru, John												Y
book	mallaeva2007	Маллаева, Зулайхат М.	Глагол аварского языка: структура, семантика, функции	2007	The verb in Avar: structure, semantics, functions	ИЯЛИ	Махачкала																Y
phdthesis	maxmudova2002	Махмудова, Светлана М.	Грамматические классы слов и грамматические категории рутульского языка	2002	Grammatical word classes and grammatical categories of Rutul										ДГУ								Y
book	mejlanova1984	Мейланова, Унеизат А.	Будухско-русский словарь	1984	Budukh-Russian dictionary	Наука	Москва												Chiara Naccarato	31.01.2021			Y
book	merdanova2004	Мерданова, Солмаз Р.	Морфология и грамматическая семантика агульского языка (на материале хпюкского говора) 	2004	Morphology and grammatical semantics of Agul language based on Khpyuk dialect	РАН ИЯ	Москва												Corrected (Chiara Naccarato)	01.02.2021			Y
book	mikailov1967	Микайлов, Казбек Ш.	Арчинский язык	1967	Archi	ИЯЛИ	Махачкала																Y
book	mobili2010	Мобили, Роберт Б.	Удинско-азербайджанско-русский словарь	2010	Udi-Azerbaijani-Russian dictionary	Леман	Баку												Polina Smyr	30.08.2021			Y
unpublished	molochieva2007	Molochieva, Zarina	Category of evidentiality and mirativity in Chechen	2007												Conference on the Languages of the Caucasus, 7-9.12.2007, Max Planck Institute EVA, Leipzig. Hand-out							Y
phdthesis	molochieva2010	Molochieva, Zarina	Tense, aspect and mood in Chechen	2010											Universität Leipzig								Y
incollection	moroz2019	Moroz, George	Phonology of Mehweb	2019		Language Science Press	Berlin	17--37	The Mehweb language. Essays on phonology, morphology and syntax		Daniel, Michael and Dobrushina, Nina and Ganenkov, Dmitry								George Moroz	12.08.2021			Y
unpublished	morozetaldraft2021	Moroz, George and Naccarato, Chiara and Verhees, Samira	Godoberi	2021		De Gruyter Mouton	Berlin/New York		The Caucasian Languages. An International Handbook		Koryakov, Yuri and Maisak, Timur								George Moroz	12.08.2021	NOT IN THE FOLDER		Y
book	musaev2002	Мусаев, Магомед-Саид М.	Даргинский язык	2002	The Dargwa language	Академия	Москва								ДГУ								Y
book	musaev2018	Мусаев, Кенесбай М.	Ногайско-русский словарь	2018	Nogai-Russian dictionary	Наука	Москва												Chiara Naccarato	17.12.2021			Y
book	mutalov2002	Муталов, Расул О.	Глагол Даргинского языка	2002	The verb in Dargwa	Издательско-полигрофический центр ДГУ	Махачкала																Y
incollection	mutalov2018	Mutalov, Rasul	The tense/aspect system of Standard Dargwa	2018		Brill	Leiden	49--79	The semantics of verbal categories in Nakh-Daghestanian languages		Forker, Diana and Maisak, Timur								Samira Verhees				Y
book	naftaliev2016	Нафталиев, Мардахай Н.	Еврейско (джуури)-русский словарь	2016	Juhuri-Russian dictionary	СТМЭГИ	Москва												Samira Verhees	31.01.2021			Y
incollection	nichols1994	Nichols, Johanna	Chechen	1994		Caravan Press	Delmar, NY	1--77	The Indigenous Languages of the Caucasus, vol. 4: The Northeast Caucasian Languages, Part 2		Smeets, Rieks												Y
incollection	nichols1994ingush	Nichols, Johanna	Ingush	1994		Caravan Press	Delmar, NY	79--145	The Indigenous Languages of the Caucasus, vol. 4: The Northeast Caucasian Languages, Part 2		Smeets, Rieks								Polina Nasledskova				Y
book	nichols2011	Nichols, Johanna	Ingush grammar	2011		University of California Press	Berkeley/Los Angeles																Y
misc	nicholssite	Nichols, Johanna	Useful phrases in Ingush	2021		University of California Press	Berkeley/Los Angeles									Accessed: 2021-12-17		\url{http://linguistics.berkeley.edu/~ingush/useful_phrases.html}	Chiara Naccarato	17.12.2021			Y
misc	omniglotGM	Ager, Simon	Good morning in many languages	2021												Accessed: 2021-12-17		\url{https://omniglot.com/language/phrases/goodmorning.htm}	Chiara Naccarato	17.12.2021			Y
mastersthesis	pasquereau2010	Pasquereau, Jérémy	Formes spatiales des noms en karata: emplois spatiaux et non-spatiaux	2010											Université Lumière Lyon II				Chiara Naccarato				Y
unpublished	pasquereaudraft2020	Pasquereau, Jérémy	Karata	2020		De Gruyter Mouton	Berlin/New York		The Caucasian Languages. An International Handbook		Koryakov, Yuri and Maisak, Timur								Samira Verhees				Y
unpublished	polinskydraft2015	Polinsky, Maria 	Tsez Syntax: A Description	2015															Sara Zadykyan				Y
article	ramattopadze2007	Giacalone Ramat, Anna and Topadze, Manana	The coding of evidentiality: a comparative look at Georgian and Italian.	2007				7--38				Rivista di Linguistica	19	1					Samira Verhees	31.03.2021			Y
book	ramazanov2010	Рамазанов, Муслим Р.	Агульско-русский словарь	2010	Agul-Russian dictionary	Лотос	Махачкала												Samira Verhees				Y
incollection	saadiev1994	Saadiev, Sh. M.	Kryts	1994		Caravan Press	Delmar, NY	407--446	The Indigenous Languages of the Caucasus. Vol. 4: The Northeast Caucasian Languages. Part 2		Smeets, Rieks								Chiara Naccarato	19.08.2021	NOT IN THE FOLDER	author name	Y
book	saidova1973	Саидова, Патимат А.	Годоберинский язык. Грамматический очерк, тексты, словарь	1973	Godoberi. Grammar, texts, dictionary	ИЯЛИ	Махачкала																Y
incollection	saidova2001	Саидова, Патимат А.	Ботлихский язык	2001	Botlikh	Academia	Москва	222--228	Языки Российской Федерации и соседних государств. Энциклопедия в трех томах	The languages of Russia and adjacent states. Encyclopaedia in three volumes									Chiara Naccarato	05.02.2021			Y
book	saidova2006	Саидова, Патимат А.	Годоберинско-русский словарь	2006	Godoberi-Russian dictionary	ДНЦ РАН Институт языка, литературы и искусства им. Г. Цадасы и Институт эволюционной антропологии им. М. Планка	Махачкала												Chiara Naccarato	31.01.2021			Y
book	saidova2007	Саидова, Патимат А.	Закатальский диалект аварского языка	2007	The Zaqatala dialect of Avar	ИЯЛИ	Махачкала												Samira Verhees				Y
book	saidova2008	Саидова, Патимат А.	Диалектологический словарь аварского языка	2008	Avar dialect dictionary	Наука	Санкт-Петербург												Polina Smyr	22.08.2021			Y
book	saidovaabusov2012	Саидова, Патимат А. и Абусов, Магомед Г.	Ботлихско-русский словарь	2012	Botlikh-Russian dictionary	ДНЦ РАН Институт языка, литературы и искусства им. Г. Цадасы и Институт эволюционной антропологии им. М. Планка	Махачкала												Sara Zadykyan				Y
book	salimov2010	Салимов, Хангерей Саидович	Гагатлинский говор андийского языка	2010	The Gagatli dialect of Andi	ИЯЛИ	Махачкала												Samira Verhees		2010 reprint of a 1968 dissertation.		Y
book	schulze1982	Schulze, Wolfgang	Die Sprache der Uden in Nord-Azerbajdžan	1982		Otto Harrasowitz	Wiesbaden																Y
unpublished	schulze2005	Schulze, Wolfgang	A functional grammar of Udi	2005															Polina Nasledskova		NOT IN THE FOLDER	INCOMPLETE	Y
incollection	schulze2016khinalug	Schulze, Wolfgang	Khinalug	2016		De Gruyter Mouton	Berlin/Boston	3605--3622	Word-Formation. An International Handbook of the Languages of Europe. Volume 5		Müller, Peter O. and Ohnheiser, Ingeborg and Olsen, Susan and Rainer, Franz												Y
incollection	schulze2016lak	Schulze, Wolfgang	Lak	2016		De Gruyter Mouton	Berlin/Boston	3622--3638	Word-Formation. An International Handbook of the Languages of Europe. Volume 5		Müller, Peter O. and Ohnheiser, Ingeborg and Olsen, Susan and Rainer, Franz										NOT IN THE FOLDER		Y
incollection	schulze2016udi	Schulze, Wolfgang	Udi	2016		De Gruyter Mouton	Berlin/Boston	3564--3578	Word-Formation. An International Handbook of the Languages of Europe. Volume 5		Müller, Peter O. and Ohnheiser, Ingeborg and Olsen, Susan and Rainer, Franz												Y
phdthesis	shakhbanova2007	Шахбанова, Джума Н.	Бутринский говор даргинского языка	2007	The Butri dialect of Dargwa										Дагестанский Государственный Педагогический Университет				Chiara Naccarato	19.08.2021	NOT IN THE FOLDER		Y
incollection	shejkhov1983	Шейхов, Энвер М.	Система послелогов в будухском языке	1983		Карачаево-черкесский НИИ истории, филологии и экономики	Черкесск	282--287	Система превербов и послелогов в иберийско-кавказских языках	The system of preverbs and postpositions in Caucasian languages	Табулова, Н. Т. и Темирова, Р. X.								Anastasia Panova	30.08.2021	NOT IN THE FOLDER		Y
book	shiralievsevortyan1971	Ширалиев, Мамедага Ш. и Севортян, Эрванд В.	Грамматика азербайджанского языка (фонетика, морфология, синтаксис)	1971	Azerbaijani grammar (phonetics, morphology, syntax)	Элм	Баку																Y
incollection	sosenskaja1999	Сосенская, Татьяна Б.	Сравнительные конструкции	1999	Comparative constructions	Наследие	Москва	560--568	Элементы цахурского языка в типологическом освещении	Elements of the Tsakhur language in a typological perspective	Кибрик, Александр Е. и Татевосов, Сергей Г.												Y
incollection	sosenskaja1999num	Сосенская, Татьяна Б.	Числительное	1999	Numeral	Наследие	Москва	152-180	Элементы цахурского языка в типологическом освещении	Elements of the Tsakhur language in a typological perspective	Кибрик, Александр Е. и Татевосов, Сергей Г.								Polina Nasledskova				Y
incollection	sosenskaja1999post	Сосенская, Татьяна Б.	Послелог	1999	Postposition	Наследие	Москва	121--129	Элементы цахурского языка в типологическом освещении	Elements of the Tsakhur language in a typological perspective	Кибрик, Александр Е. и Татевосов, Сергей Г.								Chiara Naccarato	09.02.2021			Y
incollection	sosenskaja2001	Сосенская, Татьяна Б.	Сравнительные конструкции	2001	Comparative constructions	Наследие	Москва	408--424	Багвалинский язык. Грамматика, тексты, словари	The Bagvalal language. Grammar, texts, dictionaries	Кибрик, Александр Е. и Лютикова, Екатерина А. и Татевосов, Сергей Г.												Y
incollection	sosenskajatatevosov1996	Sosenskaja, Tatjana and Tatevosov, Sergej	Comparative construction	1996		Lincom Europa	Munich/Newcastle	167--169	Godoberi		Kibrik, Alexandr and Tatevosov, Sergej and Eulenberg, Alexander												Y
article	sulejmanova2013	Сулейманова, Джавгарат И.	Названия животных в ботлихском языке	2013	Animal names in Botlikh			195--198				Вестник ВЭГУ	65	3					Chiara Naccarato	05.02.2021			Y
phdthesis	suleymanov1957	Сулейманов, Я. Г.	Грамматический очерк андийского языка (по данным говора с. Риквани)	1957	A grammar sketch of Andi (based on data from the Rikvani dialect)		Москва								Институт языкознания РАН СССР				Polina Nasledskova			author name	Y
book	sumbatovalander2014	Сумбатова, Нина Р. и Ландер, Юрий А.	Даргинский говор селения Танты: грамматический очерк. Вопросы синтаксиса	2014		Языки славянской культуры	Москва												Samira Verhees				Y
book	sumbatovamutalov2003	Sumbatova, Nina R. and Mutalov, Rasul O.	A Grammar of Icari Dargwa	2003		Lincom Europa	Munich																Y
book	talibov2007	Талибов, Букар Б.	Будухский язык	2007	Budukh	Академия	Москва																Y
book	talibovgadzhiev1966	Талибов, Букар Б. и Гаджиев, Магомед М.	Лезгинско-русский словарь	1966	Lezgian-Russian dictionary	Советская Энциклопедия	Москва												Samira Verhees	31.01.2021	NOT IN THE FOLDER		Y
incollection	tatevosov1996a	Tatevosov, Sergei	Attributives	1996		Lincom Europa	Munich/Newcastle	20--35	Godoberi		Kibrik, Alexandr E. and Tatevosov, Sergej G. and Eulenberg, Alexander								George Moroz	28.04.2021			Y
incollection	tatevosov1996b	Tatevosov, Sergei	Quantification	1996		Lincom Europa	Munich/Newcastle	237-255	Godoberi		Kibrik, Alexandr E. and Tatevosov, Sergej G. and Eulenberg, Alexander								Polina Nasledskova				Y
article	tatevosov2001	Tatevosov, Sergei	From resultatives to evidentials: Multiple uses of the perfect in Nakh-Daghestanian languages	2001				443--464				Journal of Pragmatics	33	3					Samira Verhees				Y
incollection	tatevosov2001gramtense	Татевосов, Сергей Г.	Аналитические глагольные формы	2001	Analytical verb forms	Наследие	Москва	105--115	Багвалинский язык. Грамматика, тексты, словари	The Bagvalal language. Grammar, texts, dictionaries	Кибрик, Александр Е. и Лютикова, Екатерина А. и Татевосов, Сергей Г.								Samira Verhees				Y
incollection	tatevosov2001numerals	Татевосов, Сергей Г.	Числительное	2001	Numeral	Наследие	Москва	155--159	Багвалинский язык. Грамматика, тексты, словари	The Bagvalal language. Grammar, texts, dictionaries	Кибрик, Александр Е. и Лютикова, Екатерина А. и Татевосов, Сергей Г.												Y
incollection	tatevosov2007	Татевосов, Сергей Г.	Эвиденциальность и адмиратив в багвалинском языке	2007	Evidentiality and admirative in Bagvalal	Наука	Санкт-Петербург	351--397	Эвиденциальность в языках Европы и Азии: сборник статей памяти Натальи Андреевны Козинцевой	Evidentiality in the languages of Europe and Asia: papers in honor of Natal'ja Andreevna Kozinceva	Храковский, Виктор С.								Samira Verhees				Y
book	temirbulatova2004	Темирбулатова, Сапияханум М.	Хайдакский диалект даргинского языка	2004	Khaidak dialect of Dargwa	Институт языка, литературы и искусства им. Г. Цадасы	Махачкала												Polina Nasledskova				Y
incollection	testelecxalilov1998	Тестелец, Яков Г. и Халилов, Маджид Ш.	Бежтинский язык	1998	Bezhta	Academia	Москва	44--53	Языки мира. Кавказские языки	Languages of the world. Caucasian languages	Алексеев, Михаил Е. и др.								Chiara Naccarato	18.08.2021			Y
book	vandenberg1995	van den Berg, Helma	A grammar of Hunzib	1995		Lincom	Munich																Y
book	vandenberg2001	van den Berg, Helma	Dargi folktales. Oral stories from the Caucaus with an introduction to Dargi grammar	2001		CNWS	Leiden																Y
incollection	verhees2018	Verhees, Samira	The perfect in Avar and Andi: Cross-linguistic variation among two closely related East Caucasian languages	2018		John Benjamins	Amsterdam	261--280	Tense, aspect, modality and evidentiality: Cross-linguistic perspectives		Ayoun, Dalila and Celle, Agnès and Lansari, Laure								Samira Verhees				Y
unpublished	verheesnaccarato2019	Verhees, Samira and Naccarato, Chiara	Towards a tentative origin of animacy markers in Botlikh	2019															Polina Nasledskova		NOT IN THE FOLDER		Y
incollection	wilson2021	Wilson, Daniel J.	A sketch of Sagada morphology	2021		Институт языкознания РАН	Москва	386--410	Дурхъаси хазна. Сборник статей к 60-летию Р. О. Муталова	Durqasi χazna. A collection of papers for R. O. Mutalov’s 60th birthday	Майсак, Тимур А. и Сумбатова, Нина Р. и Тестелец, Яков Г.								George Moroz	11.08.2021	NOT IN THE FOLDER		Y
article	xalidova2017	Халидова, Рашидат Ш.	Лингвистический портрет ботлихского языка	2017	A linguistic portrait of the Botlikh language			77--81				Вестник Академии наук Чеченской республики	34	1					Chiara Naccarato	05.02.2021			Y
incollection	xalilov1998	Халилов, Маджид Ш.	Цезский язык	1998	Tsez	Academia	Москва	62--73	Языки мира. Кавказские языки	Languages of the world. Caucasian languages	Алексеев, Михаил Е. и др.												Y
book	xalilov1999	Халилов, Маджид Ш.	Цезско-русский словарь	1999	Tsez-Russian dictionary	ДНЦ РАН Институт языка, литературы и искусства им. Г. Цадасы и Институт эволюционной антропологии им. М. Планка	Махачкала												Chiara Naccarato	31.01.2021			Y
book	xalilov2015	Халилов, Маджид Ш.	Словарь бежтинского языка	2015	A dictionary of the Bezhta language	ДНЦ РАН Институт языка, литературы и искусства им. Г. Цадасы и Институт эволюционной антропологии им. М. Планка	Махачкала												Chiara Naccarato	31.01.2021	надо проверить все источники этого издательского дома, везде по-разному		Y
book	xalilovisakov2005	Халилов, Маджид Ш. и Исаков, Исак А.	Гинухско-русский словарь	2005	Hinuq-Russian dictionary	ДНЦ РАН Институт языка, литературы и искусства им. Г. Цадасы и Институт эволюционной антропологии им. М. Планка	Махачкала												Chiara Naccarato	31.01.2021			Y
book	xanmagomedovshalbuzov2001	Ханмагомедов, Бейдуллах Г-.К. и Шалбузов, Ким Т.	Табасаранско-русский словарь	2001	Tabasaran-Russian dictionary	Наука	Москва																Y
book	yusupov2014	Юсупов, Хизри А. 	Даргинско-русский словарь 	2014	Dargwa-Russian dictionary	Институт истории, языка и литературы им. Г. Цадасы	Махачкала												Polina Smyr	24.08.2021			Y
book	zhirkov1936	Жирков, Лев И.	Аварско-русский словарь	1936	Avar-Russian dictionary	Государственный институт "Советская энциклопедия"	Москва												Polina Smyr	22.08.2021			Y
book	zhirkov1955	Жирков, Лев И.	Лакский язык	1955	Lak	Академия	Москва																Y
article	martzloff2017	Martzloff, Vincent	The derivational history of ordinal numbers in Armenian, Georgian and other Caucasian languages	2017		Институт языка, литературы и искусства им. Гамзата Цадасы ДНЦ РАН	Махачкала	154—158	Historical linguistics of the Caucasus: Book of abstracts		Отье Ж., Жерарден Э., Магомедов М. И., Майсак Т. А.								Maksim Melenchenko	09.11.2021			